index,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,danceability_s,energy_s,valence_s,tempo_s,quality_index,hidden_gem,artist_followers,artist_popularity,lastfm_playcount,lastfm_listeners,visibility_score,artist_reach_millions,Hit
81859,3LOVW8lNXFD9ZAUDvLIOR5,Atif Aslam;Shalmali Kholgade,Tera Naam Doon (Lofi Mix),Tera Naam Doon (Lofi Mix),39,231428,False,0.561,0.404,0,-10.193,1,0.0324,0.735,0.0186,0.164,0.52,139.774,4,pop,0.5508302472822841,0.40205499480705437,0.5184590690208668,0.6094101823553078,0.4904481037034018,False,,,,,,0.0,0
92678,7FMXSSzIRW8aJwUPfzXsa2,Roy Orbison,Mystery Girl,She's a Mystery to Me,52,254960,False,0.431,0.485,0,-11.844,1,0.0279,0.0326,0.27,0.157,0.699,177.329,4,rockabilly,0.39553219448094606,0.4837304508283504,0.7100053504547886,0.8349075013660137,0.5297559985880284,False,2335342.0,67.0,352040.0,82761.0,0.15074445167155318,2.335342,0
26678,0r18bT9WjOsecZfmUhjSmG,Alan Menken;Howard Ashman;Ellen Green,Little Shop Of Horrors,Somewhere That's Green - 1982 Original Cast,21,235533,False,0.434,0.106,7,-20.119,1,0.0463,0.921,9.97e-05,0.327,0.261,110.736,4,disney,0.3991159956994385,0.10156998376574268,0.24130551096843234,0.43505280918441486,0.24733049681120453,False,,,,,,0.0,0
22521,2RvluPimiBzerjtXE87AdI,Gideon,Out of Control,SOUTHWIND,23,249828,False,0.594,0.989,10,-3.246,0,0.131,0.000372,0.000274,0.12,0.186,115.999,4,death-metal,0.5902520606857005,0.9919332882941928,0.16104868913857678,0.4666542574590346,0.5810780127061567,False,135354.0,46.0,18880.0,4082.0,0.1394850578109416,0.135354,0
42513,5XPeGv8zY3kqkxKYAcQRV3,Couple Skate,Human Resources,Masturbation Is My Name,13,118785,False,0.386,0.903,2,-6.518,1,0.166,4.73e-05,0.00846,0.606,0.178,123.354,4,grindcore,0.3417751762035599,0.9052161374567673,0.15248796147672555,0.5108170262334653,0.4664930917123509,False,9876.0,15.0,3068.0,1035.0,0.31062063379568694,0.009876,0
43678,3vpItm0ZKfoWWhMyrUFjPa,HELLYEAH,HELLYEAH,Matter of Time,28,226026,True,0.434,0.984,10,-2.151,0,0.104,0.000553,1.44e-06,0.14,0.324,102.278,4,groove,0.3991159956994385,0.9868915934780634,0.308721241305511,0.3842671262076461,0.5649096101610043,False,768546.0,52.0,232145.0,63377.0,0.30205699846593637,0.768546,0
57626,62xTWuLB2JucUM9lCmr7kj,Ritviz,Mimmi,Aas Paas,47,98412,False,0.633,0.452,7,-9.119,1,0.0531,0.0162,0.151,0.169,0.402,114.058,4,indie,0.6368414765261019,0.4504552650418965,0.3921883360085608,0.45499960971040515,0.4931616925255197,False,1340455.0,55.0,13130.0,2432.0,0.009795174179532936,1.340455,0
6626,6bKp7enSiddwKgfJ49Zkq4,LIK,Carnage,Dr Duschanka,18,264499,False,0.147,0.992,11,-4.652,1,0.0941,3.62e-06,0.0111,0.548,0.123,157.405,4,black-metal,0.0562656791303309,0.9949583051838704,0.09363295880149815,0.7152747338525185,0.38161898103856645,False,897.0,22.0,17192.0,3780.0,19.14476614699332,0.000897,0
53626,6NhxG3vfaRVzFosetdRITN,Years & Years,"Anímate, es viernes",Starstruck,0,207755,False,0.555,0.879,9,-2.484,0,0.0983,0.011,0.0,0.298,0.691,113.852,4,house,0.5436626448452992,0.8810160023393463,0.7014446227929374,0.45376269191740276,0.7087077566591944,True,2044449.0,71.0,475849.0,80246.0,0.2327515957837071,2.044449,0
6513,36BpdNhpc6BuY53BopgMyu,Gehenna,Seen Through The Veils Of Darkness (The Second Spell),Shairak Kinnummh,17,305066,False,0.0999,0.899,9,-2.658,0,0.0599,3.61e-06,0.969,0.319,0.163,158.671,4,black-metal,0.0,0.9011827816038639,0.13643659711075445,0.7228763742697082,0.34587312623820615,False,193230.0,31.0,31078.0,8200.0,0.1608334066480016,0.19323,0
35136,2G1NkbB4TJj6GlMd6CrwvZ,Calcinha Preta,"Ao Vivo no Recife, Vol. 18",Ainda Te Amo,47,251053,False,0.595,0.526,9,-6.173,1,0.0255,0.487,0.0,0.373,0.489,101.98,4,forro,0.5914466610918647,0.5250723483206113,0.48528624933119313,0.3824777985265067,0.5339350862478897,False,1552369.0,67.0,64264.0,13991.0,0.041397347281898,1.552369,0
92740,4iUTK39pDuDaSBLAnkkkfQ,Imelda May,Mayhem,Johnny Got A Boom Boom - Radio Edit,24,157320,False,0.733,0.886,7,-3.523,1,0.0363,0.0236,0.00962,0.285,0.865,110.561,4,rockabilly,0.7563015171425158,0.8880743750819274,0.8876404494382023,0.43400202950589345,0.8440054472208819,False,210725.0,48.0,19610.0,6288.0,0.09305923331719863,0.210725,0
1740,3ZucFCxCGG9Jv1xuPJQF6t,BaianaSystem;ÀTTØØXXÁ,Outras Cidades,Calamatraca (ÀTTØØXXÁ Remix),19,182773,False,0.748,0.626,4,-6.909,0,0.212,0.0135,4.66e-05,0.0385,0.44,149.933,4,afrobeat,0.7742205232349779,0.6259062446431991,0.4328517924023542,0.6704094438073049,0.6109928534268437,False,,,,,,0.0,0
58737,4IfSKs8cR2DAond1rUDIFA,Assemblage 23,Endure,Bravery,23,311851,False,0.566,0.941,10,-7.947,1,0.0314,0.0122,0.0019,0.0727,0.667,130.021,4,industrial,0.5568032493131045,0.9435330180593506,0.6757624398073837,0.55084872975748,0.725366235726613,False,65658.0,37.0,33830.0,5482.0,0.5152378196439178,0.065658,0
100660,38NY49T4OlgIXjOSY1RKz8,Lars Frederiksen and the Bastards,Viking,1%,33,166466,False,0.331,0.992,4,-2.725,0,0.0749,0.000615,0.0,0.21,0.828,181.567,4,ska,0.2760721538645323,0.9949583051838704,0.8480470840021402,0.8603543829521507,0.7063591810168477,False,94764.0,36.0,75794.0,15568.0,0.7998100564554425,0.094764,0
50737,5tCEbEcupMpNzgWcZyLnl0,Dream Evil,The Book of Heavy Metal,Let's Make Rock,21,244000,False,0.464,0.939,5,-3.959,1,0.0748,1.17e-05,0.0031,0.081,0.329,130.051,4,heavy-metal,0.4349540078843626,0.9415163401328989,0.314071696094168,0.5510288634166551,0.5635140147038099,False,158945.0,41.0,96181.0,18222.0,0.6051174612761567,0.158945,0
31859,2CkaHCJGoUlG0u3f69G84H,Farasat Anees,Dill Laggi,Dill Laggi,43,262000,False,0.651,0.647,1,-6.385,0,0.0391,0.0557,0.0837,0.096,0.215,180.07,4,electro,0.6583442838370566,0.6470813628709426,0.19208132691278762,0.8513657133593127,0.499168991206929,False,26309.0,42.0,1578.0,339.0,0.059977194982896234,0.026309,0
28626,20f06VeRkb2nqOwuV3eYik,DM Galaxy;Tyler Fiore,Paralyzed,Paralyzed,44,229776,False,0.539,0.871,9,-4.263,1,0.0549,0.0027,0.00338,0.16,0.144,140.015,4,dub,0.5245490383466731,0.8729492906335392,0.11610486891385767,0.6108572560840142,0.5045343992980234,False,,,2.0,1.0,1.0,0.0,0
66859,4VX39ulMXYlgBivW2UHdze,Desmond Dennis,Desmond Cool Jams,Brush Your Teeth,9,173798,False,0.765,0.423,10,-6.311,0,0.0412,0.517,0.0,0.35,0.737,127.823,4,kids,0.7945287301397681,0.42121343510834597,0.7506688068485822,0.5376509369952505,0.655470324032232,False,37219.0,29.0,36.0,24.0,0.0009672219236969372,0.037219,0
98859,4JloN5dBiVokxofXYFcmGR,Alan Menken;Disney,The Little Mermaid,"Main Titles - The Little Mermaid - From ""The Little Mermaid""/Score",47,86186,False,0.203,0.183,7,-16.966,1,0.0348,0.812,0.873,0.27,0.182,89.598,4,show-tunes,0.12316330187552266,0.17921208393413526,0.15676832530765117,0.3081306329296338,0.1530479037057697,False,,,,,,0.0,0
107521,3hxRKXzZS0XRYGZ123JDNH,Synapson;Victor Démé,Convergence,Djon maya maï (feat. Victor Démé),64,194706,False,0.79,0.647,8,-6.732,0,0.0375,0.2,0.109,0.0766,0.749,105.012,4,synth-pop,0.8243937402938717,0.6470813628709426,0.7635098983413591,0.4006833070138042,0.7449950005020578,False,,,2.0,1.0,1.0,0.0,0
18411,6gvzZ0E4uTFXRqCQDc8Z0R,Greg Proops,In the Ball Park,A Basket of Kisses,22,334656,True,0.501,0.473,1,-16.415,1,0.889,0.601,0.0,0.776,0.71,89.093,4,comedy,0.47915422291243576,0.47163038326963985,0.7217763509898342,0.30509838300018616,0.5575203190573033,False,6094.0,18.0,372.0,215.0,0.06103363412633306,0.006094,0
80626,3WVHfTd7xz9VPYJQFpOp8j,Sonu Nigam;Shreya Ghoshal,Soulful Sonu Nigam Specials,Main Agar Kahoon,59,308158,False,0.533,0.436,5,-7.521,0,0.0276,0.234,3.17e-06,0.46,0.371,146.868,3,pop-film,0.5173814359096882,0.4343218416302824,0.3590155163188871,0.6520057882949148,0.4369062646196193,False,,,12.0,4.0,6.0,0.0,0
75660,7o9RE92xHlgmGpjA2o3DMT,Maire Brennan,Perfect Time,Perfect Time,48,285773,False,0.18,0.273,10,-15.523,1,0.0361,0.847,3.09e-05,0.173,0.103,171.833,4,new-age,0.09568749253374745,0.2699625906244643,0.07223113964686999,0.801907015005134,0.14596040760169393,False,34994.0,46.0,14880.0,3599.0,0.4252036005143592,0.034994,0
71660,5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters,In Your Honor,Best of You,76,255626,False,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,4,metal,0.3178831680802771,0.9425246790961248,0.35687533440342434,0.5519115183466132,0.5390943938599421,False,13092053.0,78.0,14161656.0,1718482.0,1.0816985631131677,13.092053,1
35737,32ufNAwm8N7yHwbLa4Ch4t,Kara Veia,A Cara Metade das Vaquejadas,Agora É Minha Vez,39,174893,False,0.785,0.774,7,-4.631,1,0.0973,0.304,0.0,0.0591,0.933,88.057,4,forro,0.8184207382630511,0.7751404112006292,0.960406634563938,0.2988777673033391,0.8513225946758728,False,195815.0,47.0,5041.0,2132.0,0.02574355517424521,0.195815,0
43136,3w5x1B7KOXuZ1zUZANmyn4,Preto no Branco;Kennto,Ninguém Explica Deus (Preto no Branco) [Kennto Remix],Ninguém Explica Deus (Preto no Branco) [Kennto Remix],41,173280,False,0.64,0.903,4,-6.138,0,0.171,0.0197,0.000142,0.167,0.38,125.095,4,groove,0.645203679369251,0.9052161374567673,0.3686463349384698,0.5212707829209273,0.6396887172548295,False,,,,,,0.0,0
40411,7tztN3e5IFxhOYV7KQgsuu,Marquinhos Gomes,Ele Não Desiste de Você (Ao Vivo no Via Show Rio de Janeiro),Não Morrerei - Ao Vivo,42,327826,False,0.348,0.604,11,-6.371,1,0.038,0.453,0.0,0.573,0.481,127.841,4,gospel,0.2963803607693226,0.6037227874522298,0.4767255216693419,0.5377590171907556,0.4589428899636315,False,957550.0,53.0,3164.0,857.0,0.0033042626450183856,0.95755,0
34626,4fN0dQGDaV4Hg7Gd7mBOE0,The Head And The Heart,The Head and the Heart,Rivers and Roads,57,284000,False,0.5,0.197,0,-8.93,1,0.0354,0.717,3.22e-05,0.0755,0.177,131.243,3,folk,0.4779596225062716,0.19332882941929758,0.15141787051899414,0.5581861741412129,0.27423544081485446,False,1153365.0,65.0,4044479.0,471348.0,3.506674377430928,1.153365,0
106660,0Kk7kohYw6pxdD6EqFN6xG,Håkan Hellström,Du gamla du fria,Pärlor,36,313726,False,0.527,0.87,2,-5.746,1,0.108,0.355,0.000109,0.383,0.306,119.999,4,swedish,0.5102138334727033,0.8719409516703134,0.28945960406634563,0.49067207868238233,0.5572047964031208,False,319164.0,59.0,50600.0,7575.0,0.1585386868860934,0.319164,0
61411,3BLav8QKSWmODwpHgFFTzI,Shiritsu Ebisu Chugaku,金八,バタフライエフェクト,22,267826,False,0.519,0.978,1,-1.542,1,0.0868,0.00558,0.008,0.218,0.726,169.025,4,j-idol,0.5006570302233901,0.9808415596987081,0.7388978063135367,0.7850465045063437,0.740132132078545,False,67590.0,41.0,3956.0,447.0,0.05852850231539702,0.06759,0
67136,1F4sE8N4KROqjI5GeBDiDQ,J Balvin,Perreo Tenebroso Vol. 4,Reggaeton,0,158800,False,0.747,0.74,4,-4.325,0,0.191,0.0165,9.94e-05,0.101,0.552,176.062,4,latin,0.7730259228288137,0.7408568864509493,0.552701979668272,0.8272998564935183,0.6888615963160115,False,39404319.0,88.0,625053.0,95457.0,0.01586255009603008,39.404319,0
80740,102YVYHLNfgkfQP3qvDqsD,D. Imman;VV Prassanna;Vandana Srinivasan,Rummy (Original Motion Picture Soundtrack),Koodamela Koodavechi,58,300373,False,0.694,0.695,4,-5.035,0,0.0276,0.324,0.0,0.177,0.668,120.057,4,pop-film,0.7097121013021144,0.6954816331057847,0.6768325307651152,0.4910203370901209,0.6940087550576713,False,,,,,,0.0,0
76678,7sqWXHDZ4lNBNZB1JUxlrl,José Carreras,Recital de Canciones,Aquellos Ojos Verdes,20,224266,False,0.276,0.227,3,-14.881,1,0.0438,0.991,0.343,0.131,0.128,113.819,4,opera,0.21036913152550474,0.22357899831607392,0.09898341359015518,0.4535645448923101,0.17764384781057796,False,166391.0,47.0,597.0,334.0,0.0035879128804269435,0.166391,0
67859,5br09BQU134gRX5M6HMnmr,Ozuna;TINI,OzuTochi,Un Reel,62,203840,False,0.715,0.744,9,-4.963,1,0.0487,0.233,0.000159,0.122,0.746,163.005,4,latin,0.7347987098315611,0.7448902423038527,0.7602996254681649,0.7488996835652053,0.7466628592011929,False,,,,,,0.0,0
78521,3a6s9pfIqMoZ4ot7WiwIl5,Anstandslos & Durchgeknallt,Party EP,Schnaps,28,142320,False,0.918,0.67,7,-8.089,1,0.103,0.188,0.000176,0.0722,0.634,119.985,4,party,0.9773025922828813,0.6702731590251378,0.6404494382022472,0.4905880163081006,0.7626750631700888,False,136284.0,53.0,955.0,272.0,0.0070073742524856,0.136284,0
27513,2Csh5mBrKsQz7STqTg1ow6,Logistics;Holly Drummond,Electric Sun,Still Life,18,254627,False,0.517,0.699,10,-4.174,0,0.055,0.00269,0.258,0.0763,0.222,173.994,4,drum-and-bass,0.498267829411062,0.6995149889586882,0.1995719636169075,0.8148826429210474,0.46578492732888593,False,,,18.0,3.0,9.0,0.0,0
23513,3fvsxmytTns1ApIWBqfANZ,Jess Bays;Poppy Baskcomb,Temptation (feat. Poppy Baskcomb),Temptation (feat. Poppy Baskcomb),63,172197,False,0.744,0.703,3,-8.111,0,0.048,0.0195,0.00449,0.141,0.819,125.023,3,deep-house,0.7694421216103213,0.7035483448115917,0.8384162653825575,0.520838462138907,0.77046891060149,False,,,1.0,1.0,0.5,0.0,0
67678,5AwXAAPFy9Jxfx4ZwkPsJe,Kevin Roldan;Bryant Myers;Lyanno,Halloween 2022 Perreo Vol. 1,Hasta Abajo,0,229826,False,0.714,0.671,5,-5.119,1,0.362,0.292,0.0,0.325,0.641,169.727,4,latin,0.7336041094253971,0.6712814979883637,0.6479400749063671,0.7892616321310413,0.6842752274400427,False,,,7.0,4.0,3.5,0.0,0
89626,7ytbVby5rfR6JtS6LX9UDo,Adassa,Tropical Vibes,Llego el bailador,0,223043,False,0.706,0.796,4,-4.597,0,0.0374,0.133,1.3e-06,0.0782,0.793,149.986,4,reggaeton,0.7240473061760839,0.7973238683915984,0.810593900481541,0.6707276799385142,0.7773216916830744,True,11524.0,55.0,167.0,24.0,0.014490238611713667,0.011524,0
740,1T7Tqsfkz0Ntbwta2hHebY,Days N Daze,Rogue Taxidermy,Fate of a Coward,28,175046,False,0.583,0.534,2,-11.147,0,0.0411,0.569,0.0,0.351,0.943,123.094,4,acoustic,0.577111456217895,0.5331390600264184,0.9711075441412521,0.5092558678539476,0.6937860201285218,False,152763.0,43.0,2052.0,440.0,0.013432484093110942,0.152763,0
626,1CtfA9JkJ5cJQgpO7wEj4V,Beyond The Guitar,"Guitar Covers, Vol. 2","He's A Pirate (From ""Pirates of the Caribbean"")",30,163813,False,0.57,0.454,2,-7.613,0,0.0987,0.881,0.889,0.0983,0.381,101.476,4,acoustic,0.5615816509377611,0.45247194296834825,0.3697164258962012,0.37945155305236483,0.4612566732674368,False,24720.0,37.0,3699.0,877.0,0.1496298693418551,0.02472,0
91660,1NhPKVLsHhFUHIOZ32QnS2,OneRepublic,Waking Up,Secrets,76,224693,False,0.516,0.764,2,-6.223,1,0.0366,0.0717,0.0,0.115,0.376,148.021,4,rock,0.49707322900489787,0.7650570215683703,0.36436597110754415,0.6589289252625448,0.5421654072269374,False,18863937.0,83.0,7930020.0,963718.0,0.4203798803834067,18.863937,1
58660,6XN91pyNTEtP2o1SZY5Cwk,Marilyn Manson,Antichrist Superstar,Antichrist Superstar,51,314266,False,0.384,0.833,11,-9.797,0,0.0779,0.000777,0.00489,0.18,0.357,172.015,4,industrial,0.3393859753912316,0.8346324100309559,0.34403424291064744,0.8029998258707962,0.5060175427776117,False,5014751.0,73.0,1511736.0,237447.0,0.30145777896893006,5.014751,0
36513,0BKzMLvouXW9khQeFiOOTz,MR TOUT LE MONDE,For Real,For Real,55,181732,False,0.421,0.724,2,-6.747,1,0.0328,0.0175,0.0254,0.182,0.262,179.992,3,french,0.3835861904193047,0.7247234630393352,0.24237560192616375,0.8508973658454573,0.4502284184616012,False,53462.0,57.0,18130.0,6841.0,0.33911303144230587,0.053462,0
21678,5Wwr2S7QZTR5PVJn6jhgdk,Chronixx,Dread & Terrible,Here Comes Trouble,59,234586,False,0.758,0.786,4,-4.897,0,0.108,0.156,0.0,0.0658,0.786,83.495,4,dancehall,0.7861665272966192,0.7872404787593397,0.8031032637774211,0.27148544219811105,0.79217008994446,False,645829.0,63.0,423300.0,70280.0,0.6554356409581469,0.645829,0
47513,7n3WO6ESKS1uCI9fgkGs66,Ten Years After,A Space in Time (Deluxe Version),I'd Love to Change the World - 2004 Remaster,67,224133,False,0.383,0.516,9,-12.032,0,0.0344,0.202,0.193,0.114,0.371,118.144,4,hard-rock,0.33819137498506746,0.5149889586883526,0.3590155163188871,0.47953381409005486,0.404065283330769,False,630924.0,57.0,2278199.0,386889.0,3.61088718944407,0.630924,0
44859,05tn6MGYoFRaXPYQpZmPcc,Red,Until We Have Faces,Faceless,52,203520,False,0.293,0.904,11,-4.155,0,0.0736,1.92e-05,0.0,0.103,0.294,172.168,4,grunge,0.23067733843029503,0.9062244764199933,0.27661851257356873,0.8039185075325892,0.471173442474619,False,4553.0,21.0,675196.0,88512.0,148.26438296003514,0.004553,0
47136,1uOe9m9bAiAY4kGnGDu1Ns,Los Prisioneros,Rock un sentimiento vol. I,Amiga Mía,0,244053,False,0.79,0.606,4,-7.699,1,0.0519,0.014,0.00488,0.133,0.903,135.276,4,hard-rock,0.8243937402938717,0.6057394653786816,0.9283039058319958,0.5824021423896533,0.7861457038348497,True,2534731.0,66.0,462670.0,49755.0,0.18253211779391273,2.534731,0
54859,3nSfJkSb7xRtrtJMKohXGc,Plaid;Björk,Not For Threes,Lilith,37,278933,False,0.744,0.499,3,-12.428,0,0.0359,0.0986,0.295,0.178,0.668,101.008,4,idm,0.7694421216103213,0.49784719631351276,0.6768325307651152,0.3766414679692332,0.6480406162296498,False,,,,,,0.0,0
59678,5vsqY1n8gOnkKvaGQjShpm,XERXES THE DARK,The Rise Of A.I.,The Rise of A.I.,0,206614,True,0.456,0.405,2,-11.919,1,0.0453,0.0394,0.269,0.112,0.06,80.052,4,iranian,0.42539720463504954,0.4030633337702802,0.026217228464419484,0.2508121025801145,0.28489258895658304,False,1494.0,8.0,252.0,35.0,0.16856187290969898,0.001494,0
69521,2ShHalvH8qi6kQAtOcKPxp,Dopeboyghost,Not No Malayalam Rapper,Not No Malayalam Rapper,26,236000,False,0.561,0.351,6,-13.609,0,0.335,0.713,0.000714,0.11,0.629,176.137,4,malay,0.5508302472822841,0.34861302975608277,0.6350989834135902,0.8277501906414559,0.511514086817319,False,7645.0,15.0,60.0,36.0,0.007847240387130526,0.007645,0
35740,321DjnyGYXuthUVFzixLdw,Kiko Chicabana,Do Sunrise Ao Sunset,Cê Volta ou Não,39,148689,False,0.669,0.894,7,-3.775,1,0.0304,0.013,0.0,0.0998,0.602,139.991,4,forro,0.679847091148011,0.8961410867877344,0.6062065275548422,0.6107131491566744,0.7273982351635292,False,400548.0,56.0,368.0,169.0,0.0009187390306803912,0.400548,0
97136,5MelKhNFnoYM6W43IhPAs0,Henrique & Juliano,Manifesto Musical (Ao Vivo),Culpados - Ao Vivo,53,160407,False,0.495,0.515,3,-5.5,0,0.0341,0.662,0.0,0.302,0.451,104.009,4,sertanejo,0.47198662047545087,0.5139806197251268,0.4446227929373997,0.39466083834204985,0.47686334437932576,False,30775850.0,87.0,59882.0,11170.0,0.0019457463580779617,30.77585,0
94660,29c5U8gKc38Ck9j10g4A8K,Josh Golden,used to,used to,49,181090,True,0.622,0.723,7,-5.221,0,0.0514,0.394,0.0,0.61,0.446,139.95,4,sad,0.6237008720582964,0.7237151240761093,0.43927233814874267,0.6104669664891349,0.5955627780943827,False,48445.0,45.0,55325.0,7373.0,1.141993147009041,0.048445,0
94740,0I1EHCAxMY9n2KTjiZik54,PmBata,circus,circus,53,138707,True,0.719,0.621,0,-4.259,0,0.194,0.358,0.0,0.144,0.834,151.929,4,sad,0.7395771114562177,0.6208645498270697,0.8544676297485286,0.6823943365977556,0.7383030970106054,False,77689.0,39.0,167232.0,7926.0,2.1525550263869224,0.077689,0
30136,6j1yDGV547WxP9NZQ44pUd,Avicii,Autopilot,Wake Me Up - Radio Edit,1,246813,False,0.524,0.807,2,-4.16,1,0.0579,0.00415,0.000834,0.212,0.62,124.127,4,edm,0.506630032254211,0.8084155969870831,0.6254681647940076,0.5154584701848772,0.6468379313451006,False,23486536.0,81.0,13192802.0,1539587.0,0.5617176342344552,23.486536,0
25626,7bYHsaXYjBjjMzFLnn6pEI,Con Funk Shun,The Best Of Con Funk Shun,Chase Me,31,338200,False,0.937,0.652,9,-11.545,0,0.0748,0.0111,0.000713,0.0606,0.9,123.56,4,disco,1.0,0.652123057687072,0.9250936329588016,0.5120539440264678,0.8590722302152912,False,416743.0,45.0,61391.0,26109.0,0.14731105906743708,0.416743,0
2678,44agmNQypTCFKc2dpVonDy,Los Estramboticos,!!Puro Macanazo!!,El Recuento de los Daños,47,271733,False,0.824,0.696,7,-6.716,1,0.0774,0.188,0.0,0.112,0.818,135.044,4,alt-rock,0.8650101541034523,0.6964899720690105,0.8373461744248262,0.581009108758699,0.7996154335324297,False,546537.0,53.0,547.0,136.0,0.0010008453209108972,0.546537,0
62740,35RtQbgQUW1GsE4ro9dSqo,go!go!vanillas,Kameleon Lights,カウンターアクション,37,272866,False,0.402,0.888,4,-3.47,1,0.0437,0.000131,1.22e-06,0.0653,0.735,147.868,4,j-pop,0.3608887827021861,0.8900910530083792,0.7485286249331193,0.6580102436007518,0.6665028202145615,False,273772.0,52.0,8542.0,1055.0,0.03120103151150771,0.273772,0
4513,4rYMgi9PpmYY7pfgx4EahN,Aukai,Aukai,Alto Paraíso,55,146322,False,0.565,0.251,5,-16.988,0,0.0882,0.957,0.754,0.101,0.31,134.852,1,ambient,0.5556086489069405,0.24777913343349497,0.2937399678972713,0.5798562533399783,0.3657092500792356,False,54198.0,53.0,56787.0,17772.0,1.047749958486319,0.054198,0
10626,2lsnaNYNdxcFttAfS8eIzY,The Chemical Brothers,Surrender (20th Anniversary Edition),The Diamond Sky,12,218640,False,0.193,0.974,4,-4.237,1,0.0501,0.0242,0.757,0.0586,0.534,190.342,3,breakbeat,0.11121729781388126,0.9768082038458047,0.5334403424291065,0.9130434782608696,0.5404886146962642,False,2262559.0,64.0,42319.0,17617.0,0.018704034368149353,2.262559,0
5678,72AlDuv7nkBb9DvWPNgIw1,Rustage;HalaCG,Goodbye (Yuta Rap),Goodbye (Yuta Rap),43,207031,False,0.735,0.651,4,-5.897,0,0.315,0.262,0.0,0.133,0.163,80.08,4,anime,0.7586907179548441,0.6511147187238461,0.13643659711075445,0.25098022732867786,0.5154140112631481,False,,,,,,0.0,0
44740,3CtphwpjC0XjIVpLFvGiQR,Temple Of The Dog,Temple Of The Dog (Deluxe Edition),Hunger Strike - 25th Anniversary Mix,62,246266,False,0.384,0.735,7,-6.522,1,0.0317,0.0252,2.76e-05,0.114,0.312,137.834,4,grunge,0.3393859753912316,0.7358151916348198,0.2958801498127341,0.5977615390619839,0.45702710561292853,False,1427751.0,58.0,549869.0,138190.0,0.3851292101149219,1.427751,0
21660,3N3PWNgtiqsdLY5PQTKw6w,Olamide,UY Scuti,Rock,52,185769,True,0.917,0.628,1,-7.542,1,0.188,0.362,0.273,0.102,0.828,103.993,4,dancehall,0.976107991876717,0.6279229225696509,0.8480470840021402,0.39456476705715643,0.8173593328161693,False,4465358.0,71.0,43530.0,8005.0,0.0097483763343552,4.465358,0
12521,1TAz93GRvOHAuKfmoXjWsp,Stephy Tang,Dating Stephy,電燈膽,46,214041,False,0.6,0.569,5,-6.257,0,0.0309,0.846,0.0,0.163,0.537,112.996,4,cantopop,0.5974196631226854,0.568430923739324,0.5366506153023007,0.44862287817560625,0.5675004007214367,False,57664.0,46.0,26086.0,1777.0,0.4523714558224226,0.057664,0
48740,6emdbcRTZnIRizDP5gOnNy,Good Riddance,For God and Country,Mother Superior,31,186000,False,0.474,0.829,9,-11.658,1,0.0387,0.00136,1.16e-05,0.345,0.687,100.786,4,hardcore,0.446900011946004,0.8305990541780524,0.6971642589620118,0.3753084788913374,0.6582211083620227,False,112137.0,40.0,101594.0,28891.0,0.9059729975565821,0.112137,0
72740,2b0X8G7Sx9ej3MOeKsYuhC,A Day To Remember,Homesick (Special Edition),Another Song About The Weekend,26,225653,False,0.443,0.941,0,-4.824,1,0.0648,2.39e-05,0.0,0.0965,0.644,163.007,4,metalcore,0.40986739935491573,0.9435330180593506,0.6511503477795614,0.748911692475817,0.6681835883979427,False,2535807.0,70.0,1304609.0,142517.0,0.5144746763161879,2.535807,0
108513,3HLe2VqwHOLtyR4limNaYK,Astor Piazzolla,Piazzolla 4 Seasons of Buenos Aires,Libertango,19,249466,False,0.415,0.527,9,-12.271,0,0.0651,0.872,0.291,0.714,0.509,157.862,4,tango,0.37641858798231986,0.5260806872838373,0.5066880684858214,0.718018769927286,0.46972911458399286,False,395479.0,50.0,596925.0,126457.0,1.509368362496207,0.395479,0
7740,7lwsIGpnNu6Qp4lv76FDAz,Yonder Mountain String Band,"Mountain Tracks, Vol. 6",No Rain,22,251693,False,0.433,0.47,9,-11.916,1,0.0289,0.0909,0.0106,0.675,0.65,78.639,4,bluegrass,0.39792139529327436,0.46860536637996225,0.6575708935259498,0.24232780723296687,0.508032551733062,False,157634.0,41.0,2120.0,816.0,0.013448789926095094,0.157634,0
66521,5sXJukxMUBd2CX8nmwYHbD,Babyboomboom,English and Mandarin Chinese,This Little Piggy (Zhè Zhī Xiǎo Xhū),12,53186,False,0.717,0.173,6,-15.703,1,0.946,0.735,0.0,0.161,0.518,94.301,5,kids,0.7371879106438894,0.16912869430187646,0.516318887105404,0.3363695862329849,0.4742118306837233,False,3006.0,18.0,129.0,34.0,0.04289990023279015,0.003006,0
38737,4gtcLQl5FiAhMl2ccal0XA,Dune Rats,Bullshit,Bullshit,26,180581,True,0.499,0.967,11,-6.476,1,0.105,9.19e-05,0.0,0.352,0.419,139.002,4,garage,0.47676502210010746,0.9697498311032234,0.41037988228999467,0.6047747428592016,0.6189649118311086,False,131772.0,39.0,123427.0,19504.0,0.9366638082156435,0.131772,0
